Fecha, Edad, Rol, Calle, Zona, Tipo de resultado, Tipo de siniestro, Usa cinturón, Usa casco, Día de la semana, Sexo, Hora, Departamento, Localidad, Tipo de Vehiculo, X, Y 
28/2/2014, 39, CONDUCTOR , , SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 14, MALDONADO, MALDONADO, MOTO, 687075, 6137285 
16/5/2014, 53, PASAJERO  , , RURAL     , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 7, MALDONADO, SIN DATOS, CAMION, 660290, 6149160 
9/5/2014, 15, CONDUCTOR , JOAQUIN DE PAZ N°1083, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 12, CERRO LARGO, RIO BRANCO, MOTO, 840340, 6387570 
27/6/2014, 42, PASAJERO  , NO SE INGRESO, RURAL     , ILESO, ATROPELLO DE ANIMALES, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 5, CERRO LARGO, SIN DATOS, AUTO, 829675, 6389745 
25/7/2014, 58, CONDUCTOR , , SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 10, MALDONADO, SIN DATOS, CAMION, 691950, 6148180 
11/7/2014, 30, CONDUCTOR , PARAVERA ESQ 6Y7, URBANA    , ILESO, CAÍDA, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 7, MALDONADO, MALDONADO, AUTO, 687585, 6136685 
11/4/2014, 54, CONDUCTOR , , URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 20, CERRO LARGO, MELO, MOTO, 768520, 6415230 
10/1/2014, 37, CONDUCTOR , NO SE INGRESO, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 5, ROCHA, SIN DATOS, MOTO, 759345, 6164815 
27/6/2014, 43, CONDUCTOR , CLAUDIO WILLIMAN, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 20, MALDONADO, PINARES - LAS DELICIAS, AUTO, 685300, 6134025 
26/9/2014, 42, CONDUCTOR , RUTA 26 KM 432, SUBURBANA , ILESO, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 7, CERRO LARGO, SIN DATOS, CAMION, 763815, 6415560 
26/12/2014, 38, CONDUCTOR , , URBANA    , HERIDO GRAVE, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 16, MALDONADO, SIN DATOS, AUTO, 687380, 6139555 
27/6/2014, 48, CONDUCTOR , CARLOS ALBERTO CAL, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 17, MALDONADO, SAN CARLOS, AUTO, 690430, 6148425 
7/3/2014, 34, CONDUCTOR , RUTA 26 KM8 - LA PEDRERA, URBANA    , ILESO, ATROPELLO DE ANIMALES, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 1, CERRO LARGO, SIN DATOS, AUTO, 774060, 6412935 
30/5/2014, 24, CONDUCTOR , , SUBURBANA , ILESO, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 1, CERRO LARGO, RIO BRANCO, AUTO, 837600, 6387160 
9/5/2014, 39, CONDUCTOR , ROMAN GUERRA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 13, MALDONADO, MALDONADO, MOTO, 686695, 6134830 
9/5/2014, 15, CONDUCTOR , A RAMOS CASI S DEL PINO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 14, TREINTA Y TRES, TREINTA Y TRES, MOTO, 743560, 6320995 
9/5/2014, 32, CONDUCTOR , A RAMOS CASI S DEL PINO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 14, TREINTA Y TRES, TREINTA Y TRES, AUTO, 743560, 6320995 
9/5/2014, 22, CONDUCTOR , GENERAL JUSTINO MUNIZ, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 13, CERRO LARGO, MELO, MOTO, 766270, 6414795 
9/5/2014, 40, CONDUCTOR , GENERAL JUSTINO MUNIZ, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 13, CERRO LARGO, MELO, AUTO, 766270, 6414795 
11/7/2014, 33, CONDUCTOR , NO SE INGRESO, RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 16, ROCHA, SIN DATOS, AUTO, 787635, 6188785 
12/12/2014, 72, CONDUCTOR , , URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 16, MALDONADO, SIN DATOS, AUTO, 680250, 6137950 
3/1/2014, 49, CONDUCTOR , NO SE INGRESO, RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 18, MALDONADO, SIN DATOS, AUTO, 701735, 6149480 
3/1/2014, SIN DATOS, CONDUCTOR , 8, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 16, MALDONADO, LA BARRA, AUTO, 697075, 6134880 
4/4/2014, 29, CONDUCTOR , GENERAL MANUEL ORIBE, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 13, TREINTA Y TRES, TREINTA Y TRES, MOTO, 743645, 6319745 
14/3/2014, 30, CONDUCTOR , NO SE INGRESO, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 19, LAVALLEJA, SIN DATOS, AUTO, 639380, 6168890 
24/10/2014, 7, PASAJERO  , VEINTICINCO DE AGOSTO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 16, MALDONADO, SAN CARLOS, MOTO, 690735, 6148170 
7/3/2014, 22, CONDUCTOR , BOULEVARD GENERAL JOSE G. ARTIGAS Y VIALIDAD, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 17, MALDONADO, MALDONADO, MOTO, 687195, 6136785 
7/3/2014, 23, PASAJERO  , BOULEVARD GENERAL JOSE G. ARTIGAS Y VIALIDAD, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 17, MALDONADO, MALDONADO, MOTO, 687195, 6136785 
7/3/2014, 21, CONDUCTOR , BOULEVARD GENERAL JOSE G. ARTIGAS Y VIALIDAD, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 17, MALDONADO, MALDONADO, MOTO, 687195, 6136785 
9/5/2014, 28, CONDUCTOR , RUTA 18 KM 337, RURAL     , HERIDO GRAVE, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 6, TREINTA Y TRES, SIN DATOS, CAMION, 782610, 6349860 
21/11/2014, 18, PASAJERO  , NO SE INGRESO, RURAL     , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 15, ROCHA, SIN DATOS, AUTO, 748435, 6187440 
28/2/2014, 39, PEATÓN    , RUTA 8 Y 17. ROTONDA, SUBURBANA , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 18, TREINTA Y TRES, EJIDO DE TREINTA Y TRES, SIN DATOS, 743660, 6322385 
23/5/2014, 36, CONDUCTOR , PAN DE AZUCAR, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 8, MALDONADO, SAN CARLOS, AUTO, 689625, 6147720 
14/3/2014, 43, CONDUCTOR , VILLA SARA, URBANA    , ILESO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 0, TREINTA Y TRES, SIN DATOS, CAMION, 739330, 6314420 
6/6/2014, 44, CONDUCTOR , NO SE INGRESO, RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 20, MALDONADO, SIN DATOS, AUTO, 661460, 6156085 
21/11/2014, 29, PASAJERO  , PEDRO DE ZEBALLOS, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 10, ROCHA, ROCHA, AUTO, 746435, 6181780 
31/1/2014, SIN DATOS, PEATÓN    , , SUBURBANA , HERIDO GRAVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 14, ROCHA, SIN DATOS, SIN DATOS, 820050, 6232230 
31/1/2014, 46, CONDUCTOR , , URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 14, MALDONADO, MALDONADO, MOTO, 687965, 6136045 
7/3/2014, 43, PASAJERO  , , URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 16, MALDONADO, RUTA 37 Y 9, AUTO, 661285, 6148720 
18/4/2014, 57, PEATÓN    , , SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 15, ROCHA, SIN DATOS, SIN DATOS, 820985, 6267175 
7/11/2014, 25, CONDUCTOR , RUTA 26 KM. 4.500, RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 8, CERRO LARGO, SIN DATOS, AUTO, 771680, 6413500 
26/12/2014, 32, CONDUCTOR , , URBANA    , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 14, MALDONADO, PUNTA BALLENA, AUTO, 679320, 6136810 
5/12/2014, 80, CONDUCTOR , DIECIOCHO DE JULIO, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 8, CERRO LARGO, MELO, BICICLETA, 766540, 6415255 
17/1/2014, 32, CONDUCTOR , BOULEVARD GENERAL JOSE G. ARTIGAS, URBANA    , HERIDO GRAVE, ATROPELLO DE PEATÓN, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 22, MALDONADO, MALDONADO, MOTO, 687650, 6134840 
4/4/2014, 51, CONDUCTOR , , URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 18, ROCHA, LA CORONILLA, AUTO, 821655, 6243850 
19/12/2014, 32, CONDUCTOR , JOSE PEDRO VARELA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, VIERNES, MASCULINO, 9, MALDONADO, MALDONADO, AUTO, 686795, 6135730 
27/6/2014, 21, CONDUCTOR , CARLOS ALBERTO CAL, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 17, MALDONADO, SAN CARLOS, MOTO, 690430, 6148425 
21/3/2014, 36, CONDUCTOR , NO SE INGRESO, RURAL     , ILESO, CAÍDA, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 10, CERRO LARGO, NANDO, MOTO, 774875, 6436610 
21/3/2014, 68, CONDUCTOR , GENERAL JOSE G. ARTIGAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 13, CERRO LARGO, RIO BRANCO, AUTO, 839975, 6389880 
28/2/2014, 26, PASAJERO  , JACINTO MARIA ALVARIZA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 13, MALDONADO, SAN CARLOS, AUTO, 690255, 6148820 
28/2/2014, 32, CONDUCTOR , JACINTO MARIA ALVARIZA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 13, MALDONADO, SAN CARLOS, MOTO, 690255, 6148820 
19/9/2014, 19, CONDUCTOR , , URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, VIERNES, MASCULINO, 7, MALDONADO, AIGUA, AUTO, 705840, 6212950 
19/9/2014, 48, CONDUCTOR , GENERAL APARICIO SARAVIA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, FEMENINO, 9, CERRO LARGO, MELO, MOTO, 766455, 6415385 
19/9/2014, 66, CONDUCTOR , GENERAL APARICIO SARAVIA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, VIERNES, MASCULINO, 9, CERRO LARGO, MELO, AUTO, 766455, 6415385 
28/3/2014, 37, CONDUCTOR , MANUEL MELENDEZ, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 16, TREINTA Y TRES, TREINTA Y TRES, MOTO, 743800, 6320185 
14/2/2014, 50, CONDUCTOR , ROMAN GUERRA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 17, MALDONADO, MALDONADO, AUTO, 686695, 6134930 
25/4/2014, 8, PASAJERO  , RUTA 26 Y CALLE MUÑOZ, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 7, CERRO LARGO, MELO, AUTO, 767250, 6414335 
22/8/2014, 29, CONDUCTOR , RUTA 7 KM 333, RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 21, CERRO LARGO, CERRO DE LAS CUENTAS, AUTO, 725840, 6388040 
7/2/2014, SIN DATOS, CONDUCTOR , PARIS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 7, MALDONADO, PUNTA DEL ESTE, AUTO, 687685, 6131370 
21/3/2014, 56, PASAJERO  , NO SE INGRESO, RURAL     , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 10, CERRO LARGO, NANDO, MOTO, 774875, 6436610 
25/4/2014, 57, CONDUCTOR , VIALIDAD, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 8, MALDONADO, MALDONADO, MOTO, 687050, 6137095 
4/7/2014, 66, CONDUCTOR , NO SE INGRESO, RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 19, ROCHA, SIN DATOS, AUTO, 749035, 6214795 
28/2/2014, 65, CONDUCTOR , RUTA 8 Y 17. ROTONDA, SUBURBANA , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 18, TREINTA Y TRES, EJIDO DE TREINTA Y TRES, AUTO, 743660, 6322385 
3/10/2014, 73, CONDUCTOR , FCO. BONILLA E ITUZAINGO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 8, MALDONADO, PAN DE AZUCAR, MOTO, 662550, 6150180 
11/4/2014, 60, CONDUCTOR , , SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 17, LAVALLEJA, JOSE PEDRO VARELA, AUTO, 730015, 6295220 
18/7/2014, 24, PASAJERO  , AVENIDA MARTINIANO CHIOSSI, URBANA    , ILESO, CAÍDA, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 16, MALDONADO, PINARES - LAS DELICIAS, MOTO, 686990, 6134350 
18/7/2014, 47, CONDUCTOR , AVENIDA MARTINIANO CHIOSSI, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 16, MALDONADO, PINARES - LAS DELICIAS, MOTO, 686990, 6134350 
19/9/2014, 49, CONDUCTOR , MANUEL LAVALLEJA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 10, TREINTA Y TRES, TREINTA Y TRES, AUTO, 743665, 6320485 
27/6/2014, 22, CONDUCTOR , ZITARROSA Y GENOAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 17, MALDONADO, MALDONADO, AUTO, 687875, 6136045 
11/10/2014, 19, CONDUCTOR , F. MATA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, FEMENINO, 23, CERRO LARGO, MELO, MOTO, 766870, 6415435 
10/10/2014, 53, CONDUCTOR , SARANDI, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 20, MALDONADO, MALDONADO, AUTO, 686590, 6135525 
24/1/2014, 15, PEATÓN    , NO SE INGRESO, RURAL     , HERIDO LEVE, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 12, LAVALLEJA, SIN DATOS, SIN DATOS, 647860, 6189715 
31/1/2014, 35, CONDUCTOR , HECTOR BARRIOS Y ZUFRIATEGUY, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 18, MALDONADO, PIRIAPOLIS, AUTO, 657135, 6141160 
31/1/2014, 58, CONDUCTOR , HECTOR BARRIOS Y ZUFRIATEGUY, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 18, MALDONADO, PIRIAPOLIS, MOTO, 657135, 6141160 
31/1/2014, 23, CONDUCTOR , AVENIDA JUAN ANTONIO LAVALLEJA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 10, MALDONADO, MALDONADO, MOTO, 686900, 6135925 
14/3/2014, 52, PASAJERO  , NO SE INGRESO, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 19, LAVALLEJA, SIN DATOS, CAMION, 639380, 6168890 
14/3/2014, 43, CONDUCTOR , FRANKLIN DELANO ROOSEVELT, URBANA    , ILESO, CAÍDA, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 21, MALDONADO, PUNTA DEL ESTE, MOTO, 688160, 6132300 
14/3/2014, 26, CONDUCTOR , PEDRO DE ZEBALLOS, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 23, ROCHA, ROCHA, AUTO, 746985, 6182135 
17/10/2014, 37, PEATÓN    , MADRID, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 22, ROCHA, CHUY, SIN DATOS, 828365, 6265305 
31/10/2014, 21, CONDUCTOR , 18 Y J SUAREZ, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 11, TREINTA Y TRES, VERGARA, MOTO, 786765, 6350990 
2/5/2014, 15, CONDUCTOR , ADRIAN ACEVEDO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 13, ROCHA, LASCANO, MOTO, 759385, 6270485 
2/5/2014, 19, CONDUCTOR , ADRIAN ACEVEDO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 13, ROCHA, LASCANO, MOTO, 759385, 6270485 
10/1/2014, 64, CONDUCTOR , , RURAL     , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 8, LAVALLEJA, SIN DATOS, AUTO, 664105, 6199370 
29/8/2014, 21, CONDUCTOR , DIECIOCHO DE JULIO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 22, MALDONADO, MALDONADO, MOTO, 686490, 6135220 
29/8/2014, 31, CONDUCTOR , DIECIOCHO DE JULIO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 22, MALDONADO, MALDONADO, MOTO, 686490, 6135220 
14/11/2014, 32, CONDUCTOR , JACINTO MARIA ALVARIZA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 15, MALDONADO, SAN CARLOS, AUTO, 690215, 6148210 
31/10/2014, 47, CONDUCTOR , AVENIDA ANTONIO LUSSICH, SUBURBANA , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 14, MALDONADO, MALDONADO, MOTO, 685225, 6136705 
11/7/2014, 19, PASAJERO  , DIECIOCHO DE JULIO, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 7, CERRO LARGO, MELO, MOTO, 766430, 6414520 
10/1/2014, SIN DATOS, CONDUCTOR , MIAMI, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 21, MALDONADO, PUNTA DEL ESTE, AUTO, 687980, 6130925 
10/1/2014, 46, CONDUCTOR , MIAMI, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 21, MALDONADO, PUNTA DEL ESTE, MOTO, 687980, 6130925 
3/10/2014, 21, CONDUCTOR , RINCON, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 17, MALDONADO, MALDONADO, BICICLETA, 686790, 6135525 
28/11/2014, 18, PASAJERO  , NO SE INGRESO, RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 18, CERRO LARGO, SIN DATOS, AUTO, 754765, 6418020 
15/8/2014, 55, CONDUCTOR , NO SE INGRESO, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 10, MALDONADO, SAN CARLOS, AUTO, 689555, 6146845 
14/3/2014, 38, CONDUCTOR , , URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 19, ROCHA, SIN DATOS, MOTO, 822880, 6246315 
19/9/2014, 29, CONDUCTOR , CORDOBA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 14, MALDONADO, PUNTA DEL ESTE, MOTO, 687855, 6133510 
16/5/2014, 19, CONDUCTOR , MEVIR PLAN 3, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 14, TREINTA Y TRES, SIN DATOS, MOTO, 785480, 6349865 
26/12/2014, 25, CONDUCTOR , CALLE 12 Y 11, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 15, MALDONADO, PIRIAPOLIS, AUTO, 657745, 6138130 
26/12/2014, 26, PASAJERO  , CALLE 12 Y 11, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 15, MALDONADO, PIRIAPOLIS, AUTO, 657745, 6138130 
26/12/2014, 27, CONDUCTOR , CALLE 12 Y 11, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 15, MALDONADO, PIRIAPOLIS, AUTO, 657745, 6138130 
