Fecha, Edad, Rol, Calle, Zona, Tipo de resultado, Tipo de siniestro, Usa cinturón, Usa casco, Día de la semana, Sexo, Hora, Departamento, Localidad, Tipo de Vehiculo, X, Y 
19/12/2014, 15, CONDUCTOR , AVENIDA JUAN MARIA PEREZ Y FUENTES, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 18, CANELONES, EL PINAR, BICICLETA, 601035, 6148450 
19/12/2014, 52, CONDUCTOR , AVENIDA JUAN MARIA PEREZ Y FUENTES, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 18, CANELONES, EL PINAR, OMNIBUS, 601035, 6148450 
19/12/2014, SIN DATOS, PASAJERO  , RUTA INTERBALNEARIA, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 13, CANELONES, EL PINAR, AUTO, 598765, 6149890 
19/12/2014, SIN DATOS, CONDUCTOR , RUTA INTERBALNEARIA, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 13, CANELONES, EL PINAR, AUTO, 598765, 6149890 
19/12/2014, 25, CONDUCTOR , RUTA INTERBALNEARIA, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 13, CANELONES, EL PINAR, MOTO, 598765, 6149890 
19/12/2014, 50, CONDUCTOR , PARALELA AL SUR, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 18, CANELONES, SAN JOSE DE CARRASCO, AUTO, 592110, 6144150 
19/12/2014, SIN DATOS, CONDUCTOR , PARALELA AL SUR, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 18, CANELONES, SAN JOSE DE CARRASCO, AUTO, 592110, 6144150 
26/12/2014, 57, CONDUCTOR , DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, VIERNES, MASCULINO, 10, FLORES, TRINIDAD, AUTO, 509415, 6291000 
23/5/2014, 55, CONDUCTOR , , URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 10, CANELONES, ATLANTIDA, AUTO, 613415, 6152020 
26/12/2014, 31, CONDUCTOR , GENERAL JUAN ANTONIO LAVALLEJA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 12, FLORIDA, FLORIDA, MOTO, 572855, 6226440 
26/12/2014, 57, CONDUCTOR , DIECIOCHO DE JULIO, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 10, CANELONES, TALA, AUTO, 613960, 6199000 
26/12/2014, 78, PEATÓN    , DIECIOCHO DE JULIO, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 10, CANELONES, TALA, SIN DATOS, 613960, 6199000 
26/12/2014, 21, CONDUCTOR , ALBERTO HEBER USHER, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 18, FLORIDA, FLORIDA, MOTO, 571730, 6227890 
26/12/2014, 28, CONDUCTOR , GARIBALDI, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 19, CANELONES, SIN DATOS, BICICLETA, 571590, 6156635 
26/12/2014, 29, CONDUCTOR , GARIBALDI, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 19, CANELONES, SIN DATOS, AUTO, 571590, 6156635 
26/12/2014, 48, CONDUCTOR , NO SE INGRESO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 15, CANELONES, ATLANTIDA, AUTO, 612610, 6152045 
26/12/2014, 24, CONDUCTOR , AV. ARTIGAS ENTRE 22 Y 24, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 14, CANELONES, ATLANTIDA, AUTO, 613430, 6151055 
26/12/2014, 22, CONDUCTOR , AV. ARTIGAS ENTRE 22 Y 24, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 14, CANELONES, ATLANTIDA, AUTO, 613430, 6151055 
26/12/2014, 46, CONDUCTOR , RUTA SESENTA Y SIETE, SUBURBANA , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 19, CANELONES, SIN DATOS, AUTO, 572075, 6158215 
26/12/2014, 27, CONDUCTOR , , SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 14, SAN JOSE, SAFICI (PARQUE POSTEL), MOTO, 553480, 6154640 
26/12/2014, 29, CONDUCTOR , , SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 14, SAN JOSE, SAFICI (PARQUE POSTEL), AUTO, 553480, 6154640 
26/12/2014, 35, PASAJERO  , AVENIDA AEROSUR, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 8, CANELONES, SAN JOSE DE CARRASCO, MOTO, 591250, 6144685 
26/12/2014, 26, CONDUCTOR , AVENIDA AEROSUR, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 8, CANELONES, SAN JOSE DE CARRASCO, AUTO, 591250, 6144685 
26/12/2014, 48, CONDUCTOR , AVENIDA AEROSUR, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 8, CANELONES, SAN JOSE DE CARRASCO, AUTO, 591250, 6144685 
12/9/2014, 56, PASAJERO  , , RURAL     , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 19, COLONIA, SIN DATOS, MOTO, 433125, 6191455 
12/9/2014, 16, CONDUCTOR , , RURAL     , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 19, COLONIA, SIN DATOS, MOTO, 433125, 6191455 
8/8/2014, 14, PASAJERO  , NO SE INGRESO, RURAL     , ILESO, ATROPELLO DE ANIMALES, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 23, DURAZNO, SIN DATOS, AUTO, 650930, 6363740 
18/7/2014, 28, CONDUCTOR , , RURAL     , ILESO, ATROPELLO DE ANIMALES, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 6, CANELONES, SIN DATOS, AUTO, 579260, 6194745 
12/12/2014, 20, CONDUCTOR , CAMINO A PANDO, RURAL     , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 19, CANELONES, SIN DATOS, MOTO, 591730, 6156810 
10/10/2014, 70, CONDUCTOR , RAMBLA COSTANERA, SUBURBANA , HERIDO GRAVE, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 15, CANELONES, SHANGRILA, AUTO, 592705, 6142705 
28/3/2014, 42, CONDUCTOR , , RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 22, FLORIDA, SIN DATOS, AUTO, 607095, 6260530 
17/1/2014, 16, CONDUCTOR , BLANDENGUES, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 18, CANELONES, SIN DATOS, MOTO, 572470, 6157675 
20/12/2014, 26, CONDUCTOR , TORRES GARCIA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 23, CANELONES, SIN DATOS, MOTO, 572000, 6156540 
25/4/2014, 87, PASAJERO, RUTA 1 km. 41.300, SIN DATOS, FALLECIDO EN CENTRO DE ASISTENCIA, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 18, SAN JOSE, SIN DATOS, AUTO, 543285, 6160880 
25/4/2014, 47, CONDUCTOR , GENERAL ARTIGAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 14, CANELONES, SIN DATOS, AUTO, 571040, 6154075 
25/4/2014, 33, CONDUCTOR , GENERAL ARTIGAS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 14, CANELONES, SIN DATOS, MOTO, 571040, 6154075 
12/12/2014, 18, PASAJERO  , NO SE INGRESO, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 9, CANELONES, SIN DATOS, AUTO, 563380, 6164780 
18/4/2014, 23, PEATÓN    , NO SE INGRESO, RURAL     , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 7, CANELONES, SIN DATOS, SIN DATOS, 631235, 6164600 
30/5/2014, 43, CONDUCTOR , NO SE INGRESO, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 17, FLORIDA, SIN DATOS, CAMION, 553985, 6292560 
1/11/2014, 20, CONDUCTOR , MEXICO, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 23, SAN JOSE, SAN JOSE DE MAYO, BICICLETA, 527405, 6201520 
5/12/2014, 7, PASAJERO  , AVENIDA JUAN MARIA PEREZ Y FUENTES, SUBURBANA , ILESO, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 17, CANELONES, EL PINAR, AUTO, 601235, 6148605 
29/8/2014, 17, PASAJERO  , , URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 20, CANELONES, SAN BAUTISTA, MOTO, 595485, 6188320 
30/5/2014, 29, CONDUCTOR , , RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 23, CANELONES, SIN DATOS, CAMION, 627975, 6163830 
10/1/2014, 63, CONDUCTOR , GARIBOTTI, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 9, SAN JOSE, RODRIGUEZ, AUTO, 542255, 6195920 
3/10/2014, 52, CONDUCTOR , MANUEL ORIBE, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 17, SORIANO, MERCEDES, AUTO, 404375, 6320335 
27/6/2014, 43, CONDUCTOR , ASAMBLEA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 14, SAN JOSE, SAN JOSE DE MAYO, MOTO, 526970, 6200240 
27/6/2014, 33, CONDUCTOR , RUTA 8 KM 26, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 8, CANELONES, JOAQUIN SUAREZ, OMNIBUS, 588460, 6156260 
27/6/2014, 36, PEATÓN    , RUTA 8 KM 26, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 8, CANELONES, JOAQUIN SUAREZ, SIN DATOS, 588460, 6156260 
27/6/2014, 17, CONDUCTOR , GENERAL JOSE G. ARTIGAS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, FEMENINO, 18, CANELONES, SANTA LUCIA, MOTO, 556030, 6187340 
11/7/2014, 43, CONDUCTOR , DOCTOR H. VACHELLI, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 11, COLONIA, JUAN LACAZE, AUTO, 459655, 6189920 
11/7/2014, 20, CONDUCTOR , DOCTOR H. VACHELLI, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 11, COLONIA, JUAN LACAZE, MOTO, 459655, 6189920 
11/7/2014, 72, PASAJERO  , NO SE INGRESO, RURAL     , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 16, SORIANO, JOSE ENRIQUE RODO, AUTO, 449525, 6271810 
11/7/2014, 39, CONDUCTOR , AVDA RIVERA Y DEMOCRACIA, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 11, CANELONES, EL PINAR, AUTO, 599920, 6148850 
11/7/2014, 59, CONDUCTOR , AVDA RIVERA Y DEMOCRACIA, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 11, CANELONES, EL PINAR, AUTO, 599920, 6148850 
11/7/2014, 19, CONDUCTOR , RUTA CESAR MAYO GUTIERREZ, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 19, CANELONES, PROGRESO, MOTO, 570675, 6164480 
11/7/2014, 38, CONDUCTOR , GENERAL FRUCTUOSO RIVERA, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 22, SAN JOSE, SAN JOSE DE MAYO, MOTO, 525635, 6200310 
11/7/2014, 45, CONDUCTOR , CAPITAN EUSEBIO VALDENEGRO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 20, CANELONES, SIN DATOS, CAMION, 571900, 6156360 
3/10/2014, 24, PEATÓN    , JOSE ENRIQUE RODO, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 13, SORIANO, MERCEDES, SIN DATOS, 403535, 6320360 
24/1/2014, 50, CONDUCTOR , NO SE INGRESO, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 8, FLORES, SIN DATOS, AUTO, 501525, 6293715 
6/6/2014, 38, CONDUCTOR , CAMINO ALDABALDE, RURAL     , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 18, CANELONES, SIN DATOS, AUTO, 570070, 6153895 
31/1/2014, 23, CONDUCTOR , RUTA CIENTODOS, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 20, CANELONES, COLONIA NICOLICH, AUTO, 587255, 6147895 
7/2/2014, 18, CONDUCTOR , MANUEL ORIBE, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 12, DURAZNO, DURAZNO, MOTO, 544065, 6305875 
28/3/2014, 13, PASAJERO  , CARDEILLAC, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 17, FLORIDA, FLORIDA, BICICLETA, 572675, 6225635 
28/3/2014, 18, PASAJERO  , CARDEILLAC, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 17, FLORIDA, FLORIDA, MOTO, 572675, 6225635 
28/3/2014, 29, CONDUCTOR , , URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 20, DURAZNO, DURAZNO, AUTO, 544620, 6306035 
28/3/2014, 52, PASAJERO  , , URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 20, DURAZNO, DURAZNO, AUTO, 544620, 6306035 
28/11/2014, 52, PASAJERO  , NO SE INGRESO, RURAL     , ILESO, ATROPELLO DE ANIMALES, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 8, FLORIDA, SIN DATOS, AUTO, 560030, 6280910 
28/3/2014, SIN DATOS, CONDUCTOR , CEIBO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 20, CANELONES, SALINAS, AUTO, 605940, 6152190 
28/3/2014, 76, PEATÓN    , RUTA CIENTOUNO, SUBURBANA , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 14, CANELONES, AEROPUERTO INTERNACIONAL DE CARRASCO, SIN DATOS, 589450, 6143715 
28/3/2014, 36, CONDUCTOR , RUTA CIENTOUNO, SUBURBANA , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 14, CANELONES, AEROPUERTO INTERNACIONAL DE CARRASCO, AUTO, 589450, 6143715 
28/3/2014, 37, PASAJERO  , JOAQUIN SUAREZ, URBANA    , ILESO, CAÍDA, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 22, DURAZNO, DURAZNO, MOTO, 544755, 6305620 
28/3/2014, 60, PASAJERO  , , SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 20, CANELONES, SIN DATOS, MOTO, 591305, 6149665 
4/4/2014, 69, CONDUCTOR , DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 13, CANELONES, CANELONES, AUTO, 566115, 6178820 
4/4/2014, 40, CONDUCTOR , JOSE BATLLE Y ORDOÑEZ, RURAL     , HERIDO LEVE, ATROPELLO DE ANIMALES, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 14, DURAZNO, DURAZNO, MOTO, 545830, 6305640 
27/6/2014, 7, PASAJERO  , AVENIDA INGENIERO LUIS GIANNATTASIO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 13, CANELONES, PARQUE CARRASCO, MOTO, 589615, 6141470 
6/6/2014, 22, CONDUCTOR , SAN ISIDRO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 19, CANELONES, SIN DATOS, MOTO, 572085, 6159755 
26/12/2014, 26, CONDUCTOR , PLZA ARTIGAS, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 15, DURAZNO, DURAZNO, MOTO, 544235, 6306825 
23/5/2014, SIN DATOS, CONDUCTOR , , URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 10, CANELONES, ATLANTIDA, MOTO, 613415, 6152020 
8/8/2014, 23, PASAJERO  , RUTA DOS, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 5, SORIANO, MERCEDES, MOTO, 405300, 6320730 
14/11/2014, 18, CONDUCTOR , P. MONTAGNE, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 13, SAN JOSE, SAN JOSE DE MAYO, MOTO, 525775, 6200225 
26/9/2014, 22, CONDUCTOR , CAMINO EL GALLO Y RUTA 8 KM 28, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 16, CANELONES, BARROS BLANCOS, MOTO, 593090, 6155220 
26/9/2014, 31, CONDUCTOR , GENERAL APARICIO SARAVIA, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 15, COLONIA, COLONIA DEL SACRAMENTO, MOTO, 423000, 6186485 
26/9/2014, 48, PASAJERO  , GENERAL APARICIO SARAVIA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 15, COLONIA, COLONIA DEL SACRAMENTO, AUTO, 423000, 6186485 
26/9/2014, SIN DATOS, PASAJERO  , GENERAL APARICIO SARAVIA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 15, COLONIA, COLONIA DEL SACRAMENTO, AUTO, 423000, 6186485 
26/9/2014, 8, PASAJERO  , GENERAL APARICIO SARAVIA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 15, COLONIA, COLONIA DEL SACRAMENTO, AUTO, 423000, 6186485 
14/11/2014, 22, CONDUCTOR , RUTA SESENTA Y SIETE, RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 22, CANELONES, SIN DATOS, AUTO, 572075, 6158215 
3/1/2014, 18, CONDUCTOR , , RURAL     , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, FEMENINO, 19, CANELONES, SIN DATOS, MOTO, 598595, 6203385 
10/1/2014, 19, CONDUCTOR , ATANASIO SIERRA, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 19, CANELONES, SIN DATOS, MOTO, 571345, 6155910 
20/6/2014, 47, CONDUCTOR , AVENIDA INGENIERO LUIS GIANNATTASIO, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 16, CANELONES, LAGOMAR, AUTO, 592365, 6144345 
20/6/2014, 14, PEATÓN    , AVENIDA INGENIERO LUIS GIANNATTASIO, SUBURBANA , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 14, CANELONES, SOLYMAR, SIN DATOS, 595270, 6146225 
11/7/2014, 41, CONDUCTOR , MANUEL D RODRIGUEZ, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 22, SAN JOSE, SAN JOSE DE MAYO, MOTO, 526545, 6201040 
11/7/2014, 48, CONDUCTOR , MANUEL D RODRIGUEZ, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 22, SAN JOSE, SAN JOSE DE MAYO, AUTO, 526545, 6201040 
11/7/2014, 38, CONDUCTOR , RUTA 8 KM 29.800, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 21, CANELONES, BARROS BLANCOS, MOTO, 594215, 6156300 
27/6/2014, 29, CONDUCTOR , , SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 7, CANELONES, SIN DATOS, MOTO, 602125, 6151940 
17/1/2014, 21, CONDUCTOR , NO SE INGRESO, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 21, CANELONES, ATLANTIDA, AUTO, 613585, 6152175 
17/1/2014, 45, CONDUCTOR , NO SE INGRESO, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 21, CANELONES, ATLANTIDA, AUTO, 613585, 6152175 
